dt,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
1929-09-01,13.634,0.335,Århus,Denmark,57.05N,10.33E
1929-10-01,9.172,0.17800000000000002,Århus,Denmark,57.05N,10.33E
1929-11-01,5.246,0.49,Århus,Denmark,57.05N,10.33E
1929-12-01,3.805,0.319,Århus,Denmark,57.05N,10.33E
1930-01-01,3.233,0.484,Århus,Denmark,57.05N,10.33E
1930-02-01,0.038000000000000034,0.358,Århus,Denmark,57.05N,10.33E
1930-03-01,2.844,0.218,Århus,Denmark,57.05N,10.33E
1930-04-01,7.007999999999999,0.32899999999999996,Århus,Denmark,57.05N,10.33E
1930-05-01,11.277,0.182,Århus,Denmark,57.05N,10.33E
1930-06-01,16.222,0.419,Århus,Denmark,57.05N,10.33E
1930-07-01,17.05,0.261,Århus,Denmark,57.05N,10.33E
1930-08-01,16.454,0.217,Århus,Denmark,57.05N,10.33E
1930-09-01,12.615,0.18100000000000002,Århus,Denmark,57.05N,10.33E
1930-10-01,9.03,0.138,Århus,Denmark,57.05N,10.33E
1930-11-01,5.224,0.326,Århus,Denmark,57.05N,10.33E
1930-12-01,2.34,0.47600000000000003,Århus,Denmark,57.05N,10.33E
1931-01-01,-0.16400000000000006,0.386,Århus,Denmark,57.05N,10.33E
1931-02-01,-0.527,0.45899999999999996,Århus,Denmark,57.05N,10.33E
1931-03-01,-0.879,0.7140000000000001,Århus,Denmark,57.05N,10.33E
1931-04-01,4.665,0.305,Århus,Denmark,57.05N,10.33E
1931-05-01,12.004000000000001,0.27399999999999997,Århus,Denmark,57.05N,10.33E
1931-06-01,12.879,0.228,Århus,Denmark,57.05N,10.33E
1931-07-01,16.275000000000002,0.318,Århus,Denmark,57.05N,10.33E
1931-08-01,15.425,0.263,Århus,Denmark,57.05N,10.33E
1931-09-01,11.008,0.235,Århus,Denmark,57.05N,10.33E
1931-10-01,7.689999999999999,0.263,Århus,Denmark,57.05N,10.33E
1931-11-01,5.184,0.254,Århus,Denmark,57.05N,10.33E
1931-12-01,1.704,0.46799999999999997,Århus,Denmark,57.05N,10.33E
1932-01-01,3.366,0.61,Århus,Denmark,57.05N,10.33E
1932-02-01,1.5519999999999998,0.51,Århus,Denmark,57.05N,10.33E
1932-03-01,0.706,0.506,Århus,Denmark,57.05N,10.33E
1932-04-01,5.886,0.33799999999999997,Århus,Denmark,57.05N,10.33E
1932-05-01,11.542,0.265,Århus,Denmark,57.05N,10.33E
1932-06-01,14.527,0.369,Århus,Denmark,57.05N,10.33E
1932-07-01,18.442,0.489,Århus,Denmark,57.05N,10.33E
1932-08-01,17.186999999999998,0.257,Århus,Denmark,57.05N,10.33E
1932-09-01,13.227,0.299,Århus,Denmark,57.05N,10.33E
1932-10-01,7.184,0.306,Århus,Denmark,57.05N,10.33E
1932-11-01,4.48,0.325,Århus,Denmark,57.05N,10.33E
1932-12-01,2.8989999999999996,0.379,Århus,Denmark,57.05N,10.33E
1933-01-01,-0.276,0.423,Århus,Denmark,57.05N,10.33E
1933-02-01,0.16100000000000006,0.33,Århus,Denmark,57.05N,10.33E
1933-03-01,3.089,0.25,Århus,Denmark,57.05N,10.33E
1933-04-01,6.063,0.295,Århus,Denmark,57.05N,10.33E
1933-05-01,11.327,0.33899999999999997,Århus,Denmark,57.05N,10.33E
1933-06-01,17.189,0.507,Århus,Denmark,57.05N,10.33E
1933-07-01,18.363,0.37200000000000005,Århus,Denmark,57.05N,10.33E
1933-08-01,16.683,0.267,Århus,Denmark,57.05N,10.33E
1933-09-01,13.724,0.128,Århus,Denmark,57.05N,10.33E
1933-10-01,9.174,0.226,Århus,Denmark,57.05N,10.33E
1933-11-01,3.1899999999999995,0.3,Århus,Denmark,57.05N,10.33E
1933-12-01,-0.3320000000000001,0.604,Århus,Denmark,57.05N,10.33E
1934-01-01,2.1750000000000003,0.509,Århus,Denmark,57.05N,10.33E
1934-02-01,3.735,0.575,Århus,Denmark,57.05N,10.33E
1934-03-01,3.8539999999999996,0.449,Århus,Denmark,57.05N,10.33E
1934-04-01,6.944,0.312,Århus,Denmark,57.05N,10.33E
1934-05-01,11.630999999999998,0.34600000000000003,Århus,Denmark,57.05N,10.33E
1934-06-01,14.93,0.331,Århus,Denmark,57.05N,10.33E
1934-07-01,17.857,0.374,Århus,Denmark,57.05N,10.33E
1934-08-01,16.701,0.261,Århus,Denmark,57.05N,10.33E
1934-09-01,14.919,0.21899999999999997,Århus,Denmark,57.05N,10.33E
1934-10-01,9.914,0.373,Århus,Denmark,57.05N,10.33E
1934-11-01,5.305,0.298,Århus,Denmark,57.05N,10.33E
1934-12-01,4.534,0.304,Århus,Denmark,57.05N,10.33E
1935-01-01,0.307,0.325,Århus,Denmark,57.05N,10.33E
1935-02-01,2.055,0.44,Århus,Denmark,57.05N,10.33E
1935-03-01,2.597,0.402,Århus,Denmark,57.05N,10.33E
1935-04-01,6.507999999999999,0.284,Århus,Denmark,57.05N,10.33E
1935-05-01,10.238,0.247,Århus,Denmark,57.05N,10.33E
1935-06-01,15.427,0.355,Århus,Denmark,57.05N,10.33E
1935-07-01,17.023,0.35700000000000004,Århus,Denmark,57.05N,10.33E
1935-08-01,16.410999999999998,0.35700000000000004,Århus,Denmark,57.05N,10.33E
1935-09-01,13.027000000000001,0.195,Århus,Denmark,57.05N,10.33E
1935-10-01,8.684,0.28300000000000003,Århus,Denmark,57.05N,10.33E
1935-11-01,5.581,0.33299999999999996,Århus,Denmark,57.05N,10.33E
1935-12-01,1.061,0.42100000000000004,Århus,Denmark,57.05N,10.33E
1936-01-01,1.6779999999999995,0.496,Århus,Denmark,57.05N,10.33E
1936-02-01,-0.995,0.24600000000000002,Århus,Denmark,57.05N,10.33E
1936-03-01,2.416,0.18899999999999997,Århus,Denmark,57.05N,10.33E
1936-04-01,4.7780000000000005,0.24,Århus,Denmark,57.05N,10.33E
1936-05-01,11.806,0.48700000000000004,Århus,Denmark,57.05N,10.33E
1936-06-01,16.732,0.23800000000000002,Århus,Denmark,57.05N,10.33E
1936-07-01,17.59,0.289,Århus,Denmark,57.05N,10.33E
1936-08-01,16.74,0.292,Århus,Denmark,57.05N,10.33E
1936-09-01,12.555,0.218,Århus,Denmark,57.05N,10.33E
1936-10-01,7.068,0.303,Århus,Denmark,57.05N,10.33E
1936-11-01,4.995,0.27399999999999997,Århus,Denmark,57.05N,10.33E
1936-12-01,3.6660000000000004,0.41600000000000004,Århus,Denmark,57.05N,10.33E
1937-01-01,-0.331,0.40700000000000003,Århus,Denmark,57.05N,10.33E
1937-02-01,-0.36,0.33799999999999997,Århus,Denmark,57.05N,10.33E
1937-03-01,0.579,0.43,Århus,Denmark,57.05N,10.33E
1937-04-01,6.992999999999999,0.45799999999999996,Århus,Denmark,57.05N,10.33E
1937-05-01,12.64,0.396,Århus,Denmark,57.05N,10.33E
1937-06-01,14.972,0.392,Århus,Denmark,57.05N,10.33E
1937-07-01,17.98,0.336,Århus,Denmark,57.05N,10.33E
1937-08-01,18.651,0.271,Århus,Denmark,57.05N,10.33E
1937-09-01,13.765999999999998,0.153,Århus,Denmark,57.05N,10.33E
1937-10-01,10.232000000000001,0.214,Århus,Denmark,57.05N,10.33E
1937-11-01,3.695,0.303,Århus,Denmark,57.05N,10.33E
1937-12-01,-1.257,0.395,Århus,Denmark,57.05N,10.33E
1938-01-01,1.5559999999999998,0.321,Århus,Denmark,57.05N,10.33E
1938-02-01,2.2969999999999997,0.35200000000000004,Århus,Denmark,57.05N,10.33E
1938-03-01,6.3229999999999995,0.38299999999999995,Århus,Denmark,57.05N,10.33E
1938-04-01,6.728,0.43700000000000006,Århus,Denmark,57.05N,10.33E
1938-05-01,10.417,0.253,Århus,Denmark,57.05N,10.33E
1938-06-01,14.007,0.198,Århus,Denmark,57.05N,10.33E
1938-07-01,16.715,0.307,Århus,Denmark,57.05N,10.33E
1938-08-01,18.204,0.273,Århus,Denmark,57.05N,10.33E
1938-09-01,14.437000000000001,0.15,Århus,Denmark,57.05N,10.33E
1938-10-01,9.609,0.285,Århus,Denmark,57.05N,10.33E
1938-11-01,7.48,0.27399999999999997,Århus,Denmark,57.05N,10.33E
1938-12-01,0.623,0.284,Århus,Denmark,57.05N,10.33E
1939-01-01,0.56,0.324,Århus,Denmark,57.05N,10.33E
1939-02-01,3.4560000000000004,0.525,Århus,Denmark,57.05N,10.33E
1939-03-01,2.617,0.29100000000000004,Århus,Denmark,57.05N,10.33E
1939-04-01,6.473,0.287,Århus,Denmark,57.05N,10.33E
1939-05-01,11.331,0.311,Århus,Denmark,57.05N,10.33E
1939-06-01,15.619000000000002,0.187,Århus,Denmark,57.05N,10.33E
1939-07-01,16.932000000000002,0.22,Århus,Denmark,57.05N,10.33E
1939-08-01,18.427,0.322,Århus,Denmark,57.05N,10.33E
1939-09-01,14.226,0.247,Århus,Denmark,57.05N,10.33E
1939-10-01,5.529,0.46399999999999997,Århus,Denmark,57.05N,10.33E
1939-11-01,4.87,0.142,Århus,Denmark,57.05N,10.33E
1939-12-01,-0.03900000000000015,0.41700000000000004,Århus,Denmark,57.05N,10.33E
1940-01-01,-4.0,0.33299999999999996,Århus,Denmark,57.05N,10.33E
1940-02-01,-6.7200000000000015,0.66,Århus,Denmark,57.05N,10.33E
1940-03-01,-0.27200000000000024,0.413,Århus,Denmark,57.05N,10.33E
1940-04-01,4.2860000000000005,0.397,Århus,Denmark,57.05N,10.33E
1940-05-01,11.922,0.322,Århus,Denmark,57.05N,10.33E
1940-06-01,17.019000000000002,0.35200000000000004,Århus,Denmark,57.05N,10.33E
1940-07-01,16.795,0.5660000000000001,Århus,Denmark,57.05N,10.33E
1940-08-01,14.954999999999998,0.345,Århus,Denmark,57.05N,10.33E
1940-09-01,11.452,0.385,Århus,Denmark,57.05N,10.33E
1940-10-01,7.274,0.289,Århus,Denmark,57.05N,10.33E
1940-11-01,4.926,0.287,Århus,Denmark,57.05N,10.33E
1940-12-01,0.10299999999999998,0.303,Århus,Denmark,57.05N,10.33E
1941-01-01,-7.4689999999999985,0.877,Århus,Denmark,57.05N,10.33E
1941-02-01,-4.151,0.638,Århus,Denmark,57.05N,10.33E
1941-03-01,0.6579999999999999,0.3,Århus,Denmark,57.05N,10.33E
1941-04-01,3.744,0.20600000000000002,Århus,Denmark,57.05N,10.33E
1941-05-01,9.76,0.368,Århus,Denmark,57.05N,10.33E
1941-06-01,15.427999999999999,0.307,Århus,Denmark,57.05N,10.33E
1941-07-01,19.386000000000006,0.46799999999999997,Århus,Denmark,57.05N,10.33E
1941-08-01,15.480999999999998,0.345,Århus,Denmark,57.05N,10.33E
1941-09-01,12.591,0.209,Århus,Denmark,57.05N,10.33E
1941-10-01,7.354999999999999,0.187,Århus,Denmark,57.05N,10.33E
1941-11-01,2.156,0.26899999999999996,Århus,Denmark,57.05N,10.33E
1941-12-01,1.788,0.5820000000000001,Århus,Denmark,57.05N,10.33E
1942-01-01,-7.798999999999999,0.7809999999999999,Århus,Denmark,57.05N,10.33E
1942-02-01,-6.582999999999999,0.604,Århus,Denmark,57.05N,10.33E
1942-03-01,-3.723,0.44299999999999995,Århus,Denmark,57.05N,10.33E
1942-04-01,5.178999999999999,0.302,Århus,Denmark,57.05N,10.33E
1942-05-01,10.228,0.268,Århus,Denmark,57.05N,10.33E
1942-06-01,13.198,0.237,Århus,Denmark,57.05N,10.33E
1942-07-01,15.759,0.273,Århus,Denmark,57.05N,10.33E
1942-08-01,16.454,0.366,Århus,Denmark,57.05N,10.33E
1942-09-01,13.197,0.305,Århus,Denmark,57.05N,10.33E
1942-10-01,9.537,0.371,Århus,Denmark,57.05N,10.33E
1942-11-01,4.707,0.27899999999999997,Århus,Denmark,57.05N,10.33E
1942-12-01,2.648,0.297,Århus,Denmark,57.05N,10.33E
1943-01-01,-1.335,0.23,Århus,Denmark,57.05N,10.33E
1943-02-01,3.912,0.354,Århus,Denmark,57.05N,10.33E
1943-03-01,5.064,0.42200000000000004,Århus,Denmark,57.05N,10.33E
1943-04-01,7.724,0.182,Århus,Denmark,57.05N,10.33E
1943-05-01,11.914000000000001,0.317,Århus,Denmark,57.05N,10.33E
1943-06-01,15.502,0.379,Århus,Denmark,57.05N,10.33E
1943-07-01,16.917,0.316,Århus,Denmark,57.05N,10.33E
1943-08-01,15.69,0.32799999999999996,Århus,Denmark,57.05N,10.33E
1943-09-01,13.469000000000001,0.27899999999999997,Århus,Denmark,57.05N,10.33E
1943-10-01,9.84,0.361,Århus,Denmark,57.05N,10.33E
1943-11-01,4.2189999999999985,0.125,Århus,Denmark,57.05N,10.33E
1943-12-01,1.568,0.31,Århus,Denmark,57.05N,10.33E
1944-01-01,2.9040000000000004,0.436,Århus,Denmark,57.05N,10.33E
1944-02-01,1.209,0.306,Århus,Denmark,57.05N,10.33E
1944-03-01,1.985,0.353,Århus,Denmark,57.05N,10.33E
1944-04-01,5.693,0.14,Århus,Denmark,57.05N,10.33E
1944-05-01,9.685,0.336,Århus,Denmark,57.05N,10.33E
1944-06-01,13.55,0.26,Århus,Denmark,57.05N,10.33E
1944-07-01,17.855,0.37200000000000005,Århus,Denmark,57.05N,10.33E
1944-08-01,18.447,0.353,Århus,Denmark,57.05N,10.33E
1944-09-01,12.857000000000001,0.375,Århus,Denmark,57.05N,10.33E
1944-10-01,9.152999999999999,0.22,Århus,Denmark,57.05N,10.33E
1944-11-01,4.091,0.215,Århus,Denmark,57.05N,10.33E
1944-12-01,2.1790000000000003,0.38299999999999995,Århus,Denmark,57.05N,10.33E
1945-01-01,-1.263,0.429,Århus,Denmark,57.05N,10.33E
1945-02-01,1.4940000000000002,0.225,Århus,Denmark,57.05N,10.33E
1945-03-01,5.1339999999999995,0.27399999999999997,Århus,Denmark,57.05N,10.33E
1945-04-01,7.335,0.44,Århus,Denmark,57.05N,10.33E
1945-05-01,11.048,0.268,Århus,Denmark,57.05N,10.33E
1945-06-01,14.765,0.267,Århus,Denmark,57.05N,10.33E
1945-07-01,17.862000000000005,0.26899999999999996,Århus,Denmark,57.05N,10.33E
1945-08-01,17.605,0.5,Århus,Denmark,57.05N,10.33E
1945-09-01,13.405,0.17800000000000002,Århus,Denmark,57.05N,10.33E
1945-10-01,9.978,0.182,Århus,Denmark,57.05N,10.33E
1945-11-01,4.683,0.294,Århus,Denmark,57.05N,10.33E
1945-12-01,1.585,0.225,Århus,Denmark,57.05N,10.33E
1946-01-01,-0.11,0.39799999999999996,Århus,Denmark,57.05N,10.33E
1946-02-01,0.6110000000000001,0.42100000000000004,Århus,Denmark,57.05N,10.33E
1946-03-01,1.1189999999999998,0.258,Århus,Denmark,57.05N,10.33E
1946-04-01,7.651999999999999,0.35100000000000003,Århus,Denmark,57.05N,10.33E
1946-05-01,12.130999999999998,0.321,Århus,Denmark,57.05N,10.33E
1946-06-01,13.819,0.364,Århus,Denmark,57.05N,10.33E
1946-07-01,17.66,0.382,Århus,Denmark,57.05N,10.33E
1946-08-01,15.867,0.336,Århus,Denmark,57.05N,10.33E
1946-09-01,13.731,0.175,Århus,Denmark,57.05N,10.33E
1946-10-01,6.7959999999999985,0.315,Århus,Denmark,57.05N,10.33E
1946-11-01,4.549,0.303,Århus,Denmark,57.05N,10.33E
1946-12-01,0.875,0.40700000000000003,Århus,Denmark,57.05N,10.33E
1947-01-01,-2.69,0.525,Århus,Denmark,57.05N,10.33E
1947-02-01,-7.816000000000002,0.531,Århus,Denmark,57.05N,10.33E
1947-03-01,-1.8040000000000005,0.35,Århus,Denmark,57.05N,10.33E
1947-04-01,5.31,0.6,Århus,Denmark,57.05N,10.33E
1947-05-01,13.589,0.664,Århus,Denmark,57.05N,10.33E
1947-06-01,16.635,0.374,Århus,Denmark,57.05N,10.33E
1947-07-01,17.778000000000006,0.341,Århus,Denmark,57.05N,10.33E
1947-08-01,19.022000000000002,0.34600000000000003,Århus,Denmark,57.05N,10.33E
1947-09-01,15.493,0.102,Århus,Denmark,57.05N,10.33E
1947-10-01,8.411,0.414,Århus,Denmark,57.05N,10.33E
1947-11-01,3.343,0.32299999999999995,Århus,Denmark,57.05N,10.33E
1947-12-01,1.286,0.302,Århus,Denmark,57.05N,10.33E
1948-01-01,-0.987,0.33,Århus,Denmark,57.05N,10.33E
1948-02-01,-0.325,0.248,Århus,Denmark,57.05N,10.33E
1948-03-01,4.135,0.209,Århus,Denmark,57.05N,10.33E
1948-04-01,8.423,0.20600000000000002,Århus,Denmark,57.05N,10.33E
1948-05-01,11.982999999999999,0.215,Århus,Denmark,57.05N,10.33E
1948-06-01,15.149,0.431,Århus,Denmark,57.05N,10.33E
1948-07-01,17.142,0.327,Århus,Denmark,57.05N,10.33E
1948-08-01,16.349,0.21100000000000002,Århus,Denmark,57.05N,10.33E
1948-09-01,13.482000000000001,0.213,Århus,Denmark,57.05N,10.33E
1948-10-01,8.16,0.354,Århus,Denmark,57.05N,10.33E
1948-11-01,4.623,0.341,Århus,Denmark,57.05N,10.33E
1948-12-01,3.5669999999999997,0.478,Århus,Denmark,57.05N,10.33E
1949-01-01,2.573,0.226,Århus,Denmark,57.05N,10.33E
1949-02-01,3.5900000000000003,0.20800000000000002,Århus,Denmark,57.05N,10.33E
1949-03-01,1.879,0.34700000000000003,Århus,Denmark,57.05N,10.33E
1949-04-01,7.242000000000001,0.332,Århus,Denmark,57.05N,10.33E
1949-05-01,11.725999999999999,0.265,Århus,Denmark,57.05N,10.33E
1949-06-01,14.562999999999999,0.39799999999999996,Århus,Denmark,57.05N,10.33E
1949-07-01,17.915000000000006,0.485,Århus,Denmark,57.05N,10.33E
1949-08-01,15.666,0.23199999999999998,Århus,Denmark,57.05N,10.33E
1949-09-01,16.127,0.14300000000000002,Århus,Denmark,57.05N,10.33E
1949-10-01,10.507,0.34700000000000003,Århus,Denmark,57.05N,10.33E
1949-11-01,5.518,0.16399999999999998,Århus,Denmark,57.05N,10.33E
1949-12-01,3.444,0.44,Århus,Denmark,57.05N,10.33E
1950-01-01,-0.7120000000000001,0.28,Århus,Denmark,57.05N,10.33E
1950-02-01,1.423,0.218,Århus,Denmark,57.05N,10.33E
1950-03-01,4.166,0.266,Århus,Denmark,57.05N,10.33E
1950-04-01,6.7429999999999986,0.31,Århus,Denmark,57.05N,10.33E
1950-05-01,12.714,0.24600000000000002,Århus,Denmark,57.05N,10.33E
1950-06-01,15.275,0.233,Århus,Denmark,57.05N,10.33E
1950-07-01,16.699,0.284,Århus,Denmark,57.05N,10.33E
1950-08-01,17.462,0.27899999999999997,Århus,Denmark,57.05N,10.33E
1950-09-01,13.125,0.21899999999999997,Århus,Denmark,57.05N,10.33E
1950-10-01,8.589,0.16899999999999998,Århus,Denmark,57.05N,10.33E
1950-11-01,3.741,0.247,Århus,Denmark,57.05N,10.33E
1950-12-01,-0.52,0.29600000000000004,Århus,Denmark,57.05N,10.33E
1951-01-01,-0.311,0.486,Århus,Denmark,57.05N,10.33E
1951-02-01,0.6290000000000001,0.506,Århus,Denmark,57.05N,10.33E
1951-03-01,0.033999999999999815,0.392,Århus,Denmark,57.05N,10.33E
1951-04-01,5.555,0.18899999999999997,Århus,Denmark,57.05N,10.33E
1951-05-01,10.458,0.282,Århus,Denmark,57.05N,10.33E
1951-06-01,14.994000000000002,0.622,Århus,Denmark,57.05N,10.33E
1951-07-01,16.051000000000002,0.488,Århus,Denmark,57.05N,10.33E
1951-08-01,16.511,0.204,Århus,Denmark,57.05N,10.33E
1951-09-01,14.103,0.37799999999999995,Århus,Denmark,57.05N,10.33E
1951-10-01,8.878,0.452,Århus,Denmark,57.05N,10.33E
1951-11-01,6.251,0.301,Århus,Denmark,57.05N,10.33E
1951-12-01,4.4639999999999995,0.318,Århus,Denmark,57.05N,10.33E
1952-01-01,0.496,0.252,Århus,Denmark,57.05N,10.33E
1952-02-01,1.3239999999999998,0.133,Århus,Denmark,57.05N,10.33E
1952-03-01,0.688,0.18899999999999997,Århus,Denmark,57.05N,10.33E
1952-04-01,7.574,0.41,Århus,Denmark,57.05N,10.33E
1952-05-01,11.265,0.25,Århus,Denmark,57.05N,10.33E
1952-06-01,13.048,0.29600000000000004,Århus,Denmark,57.05N,10.33E
1952-07-01,16.204,0.187,Århus,Denmark,57.05N,10.33E
1952-08-01,15.781999999999998,0.22699999999999998,Århus,Denmark,57.05N,10.33E
1952-09-01,10.825999999999999,0.182,Århus,Denmark,57.05N,10.33E
1952-10-01,6.622999999999998,0.172,Århus,Denmark,57.05N,10.33E
1952-11-01,1.7590000000000001,0.17600000000000002,Århus,Denmark,57.05N,10.33E
1952-12-01,0.508,0.215,Århus,Denmark,57.05N,10.33E
1953-01-01,0.465,0.287,Århus,Denmark,57.05N,10.33E
1953-02-01,-0.735,0.21600000000000003,Århus,Denmark,57.05N,10.33E
1953-03-01,4.234,0.38,Århus,Denmark,57.05N,10.33E
1953-04-01,6.767,0.27699999999999997,Århus,Denmark,57.05N,10.33E
1953-05-01,11.677999999999999,0.23199999999999998,Århus,Denmark,57.05N,10.33E
1953-06-01,17.207,0.36700000000000005,Århus,Denmark,57.05N,10.33E
1953-07-01,16.962,0.28,Århus,Denmark,57.05N,10.33E
1953-08-01,16.113,0.272,Århus,Denmark,57.05N,10.33E
1953-09-01,13.149,0.187,Århus,Denmark,57.05N,10.33E
1953-10-01,10.662,0.255,Århus,Denmark,57.05N,10.33E
1953-11-01,6.821999999999999,0.24100000000000002,Århus,Denmark,57.05N,10.33E
1953-12-01,3.2089999999999996,0.267,Århus,Denmark,57.05N,10.33E
1954-01-01,-0.639,0.35700000000000004,Århus,Denmark,57.05N,10.33E
1954-02-01,-3.115,0.29,Århus,Denmark,57.05N,10.33E
1954-03-01,1.474,0.531,Århus,Denmark,57.05N,10.33E
1954-04-01,5.204,0.18100000000000002,Århus,Denmark,57.05N,10.33E
1954-05-01,12.54,0.45299999999999996,Århus,Denmark,57.05N,10.33E
1954-06-01,15.112,0.4,Århus,Denmark,57.05N,10.33E
1954-07-01,15.372000000000002,0.331,Århus,Denmark,57.05N,10.33E
1954-08-01,15.382,0.17800000000000002,Århus,Denmark,57.05N,10.33E
1954-09-01,12.847999999999999,0.294,Århus,Denmark,57.05N,10.33E
1954-10-01,8.809,0.166,Århus,Denmark,57.05N,10.33E
1954-11-01,4.213,0.266,Århus,Denmark,57.05N,10.33E
1954-12-01,3.14,0.31,Århus,Denmark,57.05N,10.33E
1955-01-01,-0.941,0.389,Århus,Denmark,57.05N,10.33E
1955-02-01,-3.007,0.409,Århus,Denmark,57.05N,10.33E
1955-03-01,-0.31899999999999995,0.327,Århus,Denmark,57.05N,10.33E
1955-04-01,4.644,0.18600000000000003,Århus,Denmark,57.05N,10.33E
1955-05-01,9.052,0.231,Århus,Denmark,57.05N,10.33E
1955-06-01,13.664,0.35100000000000003,Århus,Denmark,57.05N,10.33E
1955-07-01,19.089,0.28,Århus,Denmark,57.05N,10.33E
1955-08-01,18.707,0.17600000000000002,Århus,Denmark,57.05N,10.33E
1955-09-01,14.534,0.121,Århus,Denmark,57.05N,10.33E
1955-10-01,8.345,0.287,Århus,Denmark,57.05N,10.33E
1955-11-01,5.162999999999999,0.32799999999999996,Århus,Denmark,57.05N,10.33E
1955-12-01,0.606,0.405,Århus,Denmark,57.05N,10.33E
1956-01-01,-0.424,0.423,Århus,Denmark,57.05N,10.33E
1956-02-01,-5.9460000000000015,0.264,Århus,Denmark,57.05N,10.33E
1956-03-01,1.27,0.27399999999999997,Århus,Denmark,57.05N,10.33E
1956-04-01,4.4,0.17,Århus,Denmark,57.05N,10.33E
1956-05-01,11.13,0.193,Århus,Denmark,57.05N,10.33E
1956-06-01,14.057,0.196,Århus,Denmark,57.05N,10.33E
1956-07-01,16.949,0.297,Århus,Denmark,57.05N,10.33E
1956-08-01,14.014000000000001,0.233,Århus,Denmark,57.05N,10.33E
1956-09-01,13.068,0.254,Århus,Denmark,57.05N,10.33E
1956-10-01,8.222000000000001,0.266,Århus,Denmark,57.05N,10.33E
1956-11-01,2.946,0.39,Århus,Denmark,57.05N,10.33E
1956-12-01,3.047,0.281,Århus,Denmark,57.05N,10.33E
1957-01-01,2.0010000000000003,0.266,Århus,Denmark,57.05N,10.33E
1957-02-01,1.9880000000000002,0.319,Århus,Denmark,57.05N,10.33E
1957-03-01,2.873,0.304,Århus,Denmark,57.05N,10.33E
1957-04-01,6.146,0.348,Århus,Denmark,57.05N,10.33E
1957-05-01,9.975,0.225,Århus,Denmark,57.05N,10.33E
1957-06-01,14.817,0.431,Århus,Denmark,57.05N,10.33E
1957-07-01,17.189,0.429,Århus,Denmark,57.05N,10.33E
1957-08-01,16.012999999999998,0.7240000000000001,Århus,Denmark,57.05N,10.33E
1957-09-01,11.373,0.494,Århus,Denmark,57.05N,10.33E
1957-10-01,9.332,0.41700000000000004,Århus,Denmark,57.05N,10.33E
1957-11-01,4.5680000000000005,0.306,Århus,Denmark,57.05N,10.33E
1957-12-01,1.652,0.401,Århus,Denmark,57.05N,10.33E
1958-01-01,-1.018,0.445,Århus,Denmark,57.05N,10.33E
1958-02-01,-2.052,0.439,Århus,Denmark,57.05N,10.33E
1958-03-01,-1.5460000000000005,0.165,Århus,Denmark,57.05N,10.33E
1958-04-01,4.207,0.35,Århus,Denmark,57.05N,10.33E
1958-05-01,9.873,0.344,Århus,Denmark,57.05N,10.33E
1958-06-01,14.690999999999999,0.409,Århus,Denmark,57.05N,10.33E
1958-07-01,17.05,0.478,Århus,Denmark,57.05N,10.33E
1958-08-01,15.634,0.33399999999999996,Århus,Denmark,57.05N,10.33E
1958-09-01,14.222000000000001,0.26,Århus,Denmark,57.05N,10.33E
1958-10-01,10.202,0.303,Århus,Denmark,57.05N,10.33E
1958-11-01,5.737,0.41600000000000004,Århus,Denmark,57.05N,10.33E
1958-12-01,1.396,0.40399999999999997,Århus,Denmark,57.05N,10.33E
1959-01-01,-0.65,0.654,Århus,Denmark,57.05N,10.33E
1959-02-01,0.8029999999999999,0.348,Århus,Denmark,57.05N,10.33E
1959-03-01,4.243,0.552,Århus,Denmark,57.05N,10.33E
1959-04-01,7.3870000000000005,0.429,Århus,Denmark,57.05N,10.33E
1959-05-01,12.116,0.228,Århus,Denmark,57.05N,10.33E
1959-06-01,15.439,0.364,Århus,Denmark,57.05N,10.33E
1959-07-01,18.448,0.365,Århus,Denmark,57.05N,10.33E
1959-08-01,18.003,0.158,Århus,Denmark,57.05N,10.33E
1959-09-01,13.69,0.303,Århus,Denmark,57.05N,10.33E
1959-10-01,9.33,0.263,Århus,Denmark,57.05N,10.33E
1959-11-01,5.337000000000001,0.23199999999999998,Århus,Denmark,57.05N,10.33E
1959-12-01,2.229,0.336,Århus,Denmark,57.05N,10.33E
1960-01-01,-0.657,0.319,Århus,Denmark,57.05N,10.33E
1960-02-01,-1.359,0.366,Århus,Denmark,57.05N,10.33E
1960-03-01,2.339,0.36,Århus,Denmark,57.05N,10.33E
1960-04-01,5.919,0.171,Århus,Denmark,57.05N,10.33E
1960-05-01,12.214,0.33399999999999996,Århus,Denmark,57.05N,10.33E
1960-06-01,15.8,0.38799999999999996,Århus,Denmark,57.05N,10.33E
1960-07-01,15.625000000000002,0.243,Århus,Denmark,57.05N,10.33E
1960-08-01,16.198999999999998,0.376,Århus,Denmark,57.05N,10.33E
1960-09-01,13.145,0.185,Århus,Denmark,57.05N,10.33E
1960-10-01,7.534,0.335,Århus,Denmark,57.05N,10.33E
1960-11-01,4.6930000000000005,0.251,Århus,Denmark,57.05N,10.33E
1960-12-01,2.039,0.25,Århus,Denmark,57.05N,10.33E
1961-01-01,-0.253,0.385,Århus,Denmark,57.05N,10.33E
1961-02-01,3.241,0.24600000000000002,Århus,Denmark,57.05N,10.33E
1961-03-01,5.742000000000001,0.263,Århus,Denmark,57.05N,10.33E
1961-04-01,7.681,0.365,Århus,Denmark,57.05N,10.33E
